genename,geneCategory,subcategory1,subcategory2,source,X09_11_N_N_0,X09_13_N_N_0,X09_19_N_N_1,X09_23_N_N_1,X09_24_N_N_0,X09_3_N_N_1,X09_6_N_N_1,X09_8_N_N_0,X10_11_N_N_0,X10_13_N_N_0,X10_19_N_N_1,X10_23_N_N_1,X10_24_N_N_0,X10_3_N_N_1,X10_6_N_N_1,X10_8_N_N_0,X11_11_N_N_0,X11_13_N_N_0,X11_19_N_N_1,X11_23_N_N_1,X11_24_N_N_0,X11_3_N_N_1,X11_6_N_N_1,X11_8_N_N_0,X12_11_N_N_0,X12_13_N_N_0,X12_19_N_N_1,X12_23_N_N_1,X12_24_N_N_0,X12_3_N_N_1,X12_6_N_N_1,X12_8_N_N_0,X13_11_N_N_0,X13_13_N_N_0,X13_19_N_N_1,X13_23_N_N_1,X13_24_N_N_0,X13_3_N_N_1,X13_6_N_N_1,X13_8_N_N_0,X14_11_N_N_0,X14_13_N_N_0,X14_19_N_N_1,X14_23_N_N_1,X14_24_N_N_0,X14_3_N_N_1,X14_6_N_N_1,X14_8_N_N_0
Atzc,Organic Contaminant Degradation,Herbicides related compound,na,Bacteria;phylum,2839.912,2800.983,2511.304,2896.685,2500.799,3201.231,2283.556,4397.504,3528.492,2987.379,2513.83,3151.884,2774.955,2817.966,2709.14,4029.3401,2916.819,3148.49,2117.484,3696.21,3100.587,3810.308,2864.286,3280.371,3745.854,3599.699,3071.776,2969.517,3634.447,3294.392,3046.906,3571.871,4179.274,2880.882,2759.418,2934.999,3524.147,2828.399,2266.319,2770.765,3574.451,3372.2,3579.795,3034.336,3900.488,3297.136,3184.891,3833.73
Atzd,Organic Contaminant Degradation,Herbicides related compound,na,Bacteria;phylum,757.4481,1129.889,1102.728,1124.198,775.1963,970.2177,818.0032,1012.229,0,970.258,880.0559,1084.821,791.6325,988.4849,774.8205,657.3597,0,826.5793,783.3992,1006.619,794.2989,741.8694,793.6345,835.3917,773.3143,0,752.7505,859.8608,708.8046,918.7303,745.5055,773.9579,898.6017,1091.879,857.5848,844.1111,890.084,940.2682,1372.302,852.6113,885.8226,750.8565,924.2489,1012.634,0,839.9836,839.5975,655.4425
Badh,Organic Contaminant Degradation,Aromatics,Other aromatics,Archaea;phylum,779.2059,638.0639,2076.694,1139.103,717.0238,848.7823,910.7957,1288.801,0,590.8129,1018.467,942.6231,809.0536,714.1069,1236.271,727.3017,0,850.45,707.5874,858.4212,1014.136,1259.104,1715.054,800.7926,1643.688,1059.466,1086.32,4246.936,889.0563,2440.248,2008.308,1795.953,1255.193,984.2688,701.8493,865.604,1111.896,1798.352,2529.133,1131.906,1061.23,751.0895,765.6098,1949.736,0,1924.524,1397.732,2011.422
Bmo,Organic Contaminant Degradation,Other Hydrocarbons,na,Bacteria;phylum,4242.633,3499.936,3603.3,3398.124,4019.723,3944.11,3221.168,4076.113,3013.52,3812.676,1815.082,2800.226,3718.122,3658.517,3031.744,6481.061,2925.006,3953.08,3967.926,4121.558,4279.829,3951.936,2183.93,2643.995,3163.885,3214.926,4087.197,3529.975,4083.979,4312.038,3383.448,3702.649,4224.876,3569.893,3381.057,3504.564,4062.041,3156.876,2744.378,4081.718,3272.468,3632.298,3635.562,2761.177,3978.501,3880.754,4002.544,4240.304
Bph,Organic Contaminant Degradation,Aromatics,Aromatic carboxylic acid,Eukaryota;kingdom,2612.972,2090.9469,2256.8595,2508.375,2062.7807,2338.138,2286.77,1919.5952,0,1927.8234,898.2718,1701.9364,1771.6853,1092.309,2733.478,2023.3559,0,3069.4997,1453.0737,1789.2379,1861.2588,1887.8562,2913.9667,1775.4522,2577.803,892.0635,5095.906,3457.212,894.5664,2358.8255,2528.0488,2724.6308,1252.6921,2380.5789,2205.5268,2212.8737,1836.8331,3330.742,3761.143,2633.159,2069.8643,1505.5487,1916.9278,2129.6945,0,2767.159,4559.578,2318.535
Catechol,Organic Contaminant Degradation,Aromatics,Other aromatics,Archaea;phylum,16682.3707,17172.5052,18081.4313,18169.7835,17885.1613,16476.5164,16674.1742,15774.1187,14762.309,15940.9939,15252.9784,16112.7004,16931.1345,15436.0032,16848.2448,16132.1176,13502.6279,15367.2463,17180.8405,16997.2242,16264.1991,15633.4466,16569.7453,12848.5094,17678.1813,15456.3127,16685.5256,16817.1119,15409.6946,14997.5244,17516.5122,15983.3565,14989.8554,17682.9766,18808.1524,17536.1469,16749.4547,19269.2491,18911.966,16887.5406,18019.9953,17934.0828,16163.1108,15125.314,14972.7293,16488.9713,16595.4559,15304.6846
Catechol_b,Organic Contaminant Degradation,Aromatics,Other aromatics,Archaea;phylum,14127.7353,14771.385,16099.6181,14063.545,15701.9579,14900.999,15400.6176,14636.6915,14379.009,14680.4214,14668.2919,14943.002,13766.264,16463.0098,15467.963,14375.139,14741.3819,15244.585,13972.342,15108.439,14315.1115,14218.27,16617.571,15935.0845,14021.9064,13845.0736,15500.625,14495.3941,13271.2002,13038.047,14533.1229,13570.3026,13446.0749,14899.543,16260.9589,16171.3495,13256.0256,15603.2244,17934.836,14676.1499,13393.4048,14413.5576,12395.455,14771.0782,12769.255,13255.2895,13045.7567,12904.9382
Cdd,Organic Contaminant Degradation,Aromatics,Other aromatics,Bacteria;phylum,1424.079,1599.303,1240.488,1378.594,1538.681,1478.287,1118.664,1706.454,1377.061,1218.721,1199.122,1319.877,1322.28,1314.942,1128.908,2125.91,1283.895,1398.603,1353.827,1369.716,1592.329,1335.373,1105.509,1242.222,1663.612,1859.902,1350.442,1424.891,1795.101,1400.542,1564.386,1585.527,1966.875,1752.046,1482.239,1487.866,1387.942,1619.504,1346.681,1470.989,1324.403,1900.417,1792.581,1394.848,1534.612,1634.945,1416.233,1407.714
Dehh,Organic Contaminant Degradation,Chlorinated solvents,na,Bacteria;phylum,3285.461,3180.703,3433.236,2918.142,3401.292,2886.787,2849.067,2946.1,3649.191,3377.148,3251.848,3326.534,3644.519,2977.803,3102.905,4856.731,3092.983,3404.993,3147.887,3207.523,3682.044,3264.221,3156.139,3420.52,2807.358,3283.695,3118.198,3122.098,3049.667,3210.782,3125.447,3579.233,3527.996,3310.379,3327.563,3062.032,3436.86,3257.719,3165.436,3426.97,3489.074,2800.771,3609.762,3386.754,3611.199,3375.477,3190.124,3355.749
Dmsa,Organic Contaminant Degradation,Others,na,Bacteria;phylum,30663.644,30151.697,28766.331,29206.122,27837.6743,31172.5517,35952.56,26797.433,24256.132,29744.963,35967.822,30870.494,28054.602,29524.8267,33430.555,22788.2095,26530.841,27374.9746,36074.3998,29453.814,28350.116,28777.305,28453.9721,29087.05,28564.0548,26878.3927,35442.561,32623.3359,26346.07,30648.3528,28432.7698,27680.3942,25149.3351,28486.0439,31995.315,27026.943,28179.2895,30679.2756,34928.3073,30182.1661,29310.654,27540.9381,28727.1822,31756.73,29163.1581,32588.491,30085.935,29838.9173
Hbh,Organic Contaminant Degradation,Aromatics,BTEX and related aromatics,Bacteria;phylum,1411.479,1453.386,1545.22,1583.875,1491.987,1511.437,1404.266,1978.096,2046.841,1592.935,1034.034,1342.507,1639.738,1197.451,1251.786,2311.006,1289.717,1363.149,1778.577,1902.148,1623.329,1716.761,1349.126,1449.276,1774.986,1989.865,1397.463,1502.325,1631.034,2005.897,1616.652,1670.527,1599.089,1634.287,1134.218,1647.677,2167.666,1507.401,1323.986,1199.683,1435.312,1627.094,1536.192,1149.892,1335.39,1386.297,1609.072,1609.791
Hdno,Organic Contaminant Degradation,Aromatics,Heterocyclic aromatics,Bacteria;phylum,1049.622,1236.301,906.0304,1127.598,1864.9,930.3799,1226.123,1777.144,1018.385,919.399,1256.242,914.0491,1244.988,1047.396,815.2237,1314.1,1137.294,1610.195,933.2787,930.1297,1065.506,977.8018,771.3031,1058.78,1617.884,1284.457,970.9991,1686.049,3682.733,1098.713,1707.594,1199.966,1249.606,895.6592,993.0574,1139.519,907.1892,1071.38,646.4344,925.2193,1026.854,1126.114,905.679,976.2853,880.2185,982.5849,1176.613,1583.602
Mauab,Organic Contaminant Degradation,Herbicides related compound,na,Bacteria;,1915.258,2016.043,2064.29,2029.221,2208.515,2013.944,1756.265,2327.918,1905.204,1643.99,1241.319,1719.371,2587.845,2072.855,1601.18,3000.864,1865.587,1969.156,1943.721,1871.869,2414.884,2171.244,2377.288,1552.463,1760.671,2320.333,2349.149,2310.85,2405.384,2612.456,2171.677,2750.683,2696.013,2200.33,1553.625,2072.387,2223.323,1930.531,1489.766,2047.063,2335.789,2618.595,2238.391,1531.762,2025.327,2447.506,2022.079,2441.809
Nbac,Organic Contaminant Degradation,Aromatics,Nitoaromatics,Bacteria;phylum,0,626.753,779.0823,674.0399,0,0,0,1076.311,1078.854,699.6175,0,648.8543,672.3705,0,0,2273.001,0,786.8732,946.8624,943.6577,956.4834,980.1205,0,843.3133,1183.982,1301.928,705.5742,719.4427,1029.059,0,757.0701,1132.349,968.997,645.7163,0,764.9567,759.3532,552.0236,0,0,535.3504,951.3769,918.0503,0,0,615.0556,677.2965,803.2154
Nfsa_2,Organic Contaminant Degradation,Aromatics,Nitoaromatics,Archaea;phylum,12075.488,12498.635,11506.053,12380.824,12205.693,11119.337,11373.449,14889.997,13118.583,13321.563,11606.0192,12174.255,12986.623,11117.989,11935.197,17224.828,11414.031,13257.979,14226.868,14123.527,14315.445,13708.607,12175.515,12484.094,12971.45,13136.615,11219.668,10999.222,12657.509,11434.617,12893.939,13188.821,13541.062,13333.687,12188.908,13169.247,13333.752,12513.129,11780.301,11773.633,13052.745,14054.164,12865.526,12368.069,13116.251,11949.023,12449.511,12565.567
Nfsb_2,Organic Contaminant Degradation,Aromatics,Nitoaromatics,Archaea;phylum,6245.335,5989.784,5674.495,5968.465,5259.841,6702.03,5794.249,6747.702,5480.346,5244.479,5852.381,4541.264,4604.037,7646.119,5442.793,3426.887,4898.13,4388.203,4959.934,4459.619,3988.65,4783.033,4927.705,3026.281,5931.886,3934.591,5471.291,3918.064,3066.782,4275.617,4257.182,4059.934,5244.133,7535.422,6810.506,6269.292,3779.123,6839.409,6585.433,4996.975,5921.381,4242.67,4717.19,4492.409,3739.189,5879.357,5922.555,4158.557
Nitrilase,Organic Contaminant Degradation,Aromatics,Other aromatics,,7862.676,8054.213,6532.8075,7870.892,8312.617,7875.267,7593.125,8768.401,7380.131,8700.008,7437.558,7402.726,8698.545,7763.397,8158.318,9208.001,8508.794,8459.266,9120.018,8799.45,8922.264,8781.422,7532.237,8737.608,8800.546,8599.746,8604.561,8342.939,10027.601,8730.066,9287.971,9005.467,10029.674,8118.788,8729.615,7718.983,8821.818,8855.097,6849.467,9325.313,8826.27,8158.865,9117.775,7291.739,9815.34,8782.39,8187.538,11710.123
One_ring_12diox,Organic Contaminant Degradation,Aromatics,Other aromatics,Bacteria;,14426.7488,13576.8254,12870.4894,14950.2705,14384.9742,13399.896,12015.824,16677.8479,12318.602,13825.415,12145.181,12755.2899,16123.2238,12667.8312,13822.303,18236.6581,14470.581,16354.6021,16438.3887,15178.435,16014.1867,16473.9401,14618.52,15136.252,16833.0317,16994.3974,16660.586,15009.024,16237.1978,17003.301,16394.6554,18760.1767,20179.2843,15164.03,14764.177,14398.47,15732.0041,16158.96,14710.666,15630.514,16191.7026,15988.6555,16831.9481,15747.612,18801.3129,17123.6571,15710.5037,19313.191
Ophc,Organic Contaminant Degradation,Aromatics,Aromatic carboxylic acid,Archaea;phylum,963.0171,887.6915,914.1864,952.4547,996.7129,1042.552,846.7257,1250.543,1000.686,990.7188,0,718.4554,798.244,0,783.6001,2289.068,789.6922,975.6176,819.1324,900.6239,888.2174,1051.107,735.5878,806.5295,1038.756,1118.141,1067.466,1001.22,1055.299,1065.064,941.4345,1161.443,1003.449,1037.848,1060.592,815.8545,992.125,1127.02,809.5041,1000.503,1050.373,980.0714,1068.456,891.7878,1111.08,956.7108,1103.657,1030.067
Phta,Organic Contaminant Degradation,Aromatics,Aromatic carboxylic acid,Bacteria;phylum,58206.538,57847.59,56737.353,56073.581,57094.493,56878.15,57863.313,47968.037,53124.145,56250.918,58164.771,56025.689,54780.437,53643.132,58232.388,40202.313,52235.588,54182.27,58736.234,60086.667,56841.031,56668.78,57833.377,56550.009,52474.122,52566.598,56379.955,54546.425,51864.697,57123.874,52048.605,54184.362,49901.265,55137.305,55672.174,55729.017,54573.78,55649.514,56392.094,56843.168,58239.877,52199.781,53626.308,54465.526,53264.088,53751.175,52400.06,54336.753
ProO,Organic Contaminant Degradation,Aromatics,Other aromatics,Archaea;phylum,2282.918,2220.929,2388.399,2216.001,2013.638,2195.689,2277.248,2043.394,2017.026,2343.017,2117.771,2988.029,2235.766,1787.668,2268.009,2298.567,1982.589,2433.064,2263.7,2261.237,2075.169,1838.773,2470.355,1827.455,1870.338,1912.613,2415.024,1846.287,1939.499,2076.046,1783.787,1955.037,2220.199,2356.18,2528.418,2376.444,2109.212,2229.358,2322.272,1920.303,2298.21,1876.256,1653.325,2440.674,1911.876,2518.402,2257.641,2023.956
Rd,Organic Contaminant Degradation,Chlorinated solvents,na,Bacteria;,0,0,630.4221,626.5834,783.1447,0,0,788.8907,0,540.407,968.1247,0,618.6141,0,0,838.7765,0,595.7535,576.3858,670.7139,640.3042,0,0,0,0,679.5693,672.701,699.6128,1393.674,828.1229,788.983,698.9042,591.3616,2041.626,0,0,611.3653,554.3151,0,752.236,673.7553,1003.836,656.2219,0,0,629.3683,0,697.0128
Xamo,Organic Contaminant Degradation,Other Hydrocarbons,na,Archaea;phylum,2769.988,2798.479,2402.077,2797.69,2539.042,2571.544,2788.64,2165.114,2471.502,2705.541,3059.334,2537.27,3158.406,2835.552,2508.162,2850.696,3222.371,2797.879,2784.092,2534.684,2508.015,2810.439,3019.151,2855.595,2741.019,2757.747,2711.266,2819.931,2680.224,2507.707,1998.816,2544.697,2622.877,2554.885,2330.972,3179.439,2836.023,2071.611,2451.337,2978.352,2458.723,3948.345,2276.604,2551.313,3301.07,2731.112,2080.258,2895.081
Xyll,Organic Contaminant Degradation,Aromatics,Aromatic carboxylic acid,Bacteria;phylum,930.6558,877.4246,992.2029,1047.578,837.4327,933.5234,2403.025,1041.666,0,923.4304,1490.332,971.0312,960.2731,1523.344,1146.582,984.636,0,629.4451,1202.954,1032.371,1358.347,813.2122,0,0,873.0357,873.0935,1607.573,1520.318,2056.859,1164.799,817.6866,0,1333.365,733.4422,868.1923,935.4998,983.507,617.7037,819.6331,785.1345,1279.435,823.1366,963.3732,1295.503,1052.561,1119.106,2351.321,1028.078
Ppk,P Cycling,Polyphosphate synthesis,na,,23141.293,23528.931,19326.477,20007.86,23894.8,20772.035,20645.619,20566.375,21473.283,19719.867,21916.229,20848.783,23838.649,20159.947,20313.497,19660.992,22861.5,27383.428,21152.986,22536.549,22505.094,21990.067,21647.1,23176.047,21431.807,26192.825,18882.326,21288.699,24043.38,23167.727,23165.243,25265.3,28616.685,19812.247,20327.088,17947.891,25139.941,19888.288,18847.341,21871.367,20412.706,24150.008,22365.359,19597.335,21836.731,19810.96,19107.834,20333.59
Cat_bac,Plant Growth Promotion,Antioxidant enzyme,na,Bacteria;phylum,16687.9225,16011.1874,15339.7371,16867.32,14968.633,17800.239,16567.29,16487.1272,12655.639,14942.576,15520.834,18096.735,15617.1824,17882.0494,20683.9519,18322.6282,14075.269,15444.072,18707.959,19785.828,17433.4621,17775.823,16516.052,16209.394,17075.0675,15847.307,20067.101,15285.4303,16107.704,23638.9259,16336.195,18980.7332,17601.5023,15698.997,16203.6752,14927.9858,16300.567,16549.23,14579.579,20325.5209,16818.2625,17673.3623,18297.5838,17348.934,18049.5413,19182.0775,21013.9403,19133.3073
HcnB,Plant Growth Promotion,Disease suppression,na,Bacteria;phylum,1291.774,1329.437,1622.904,1027.772,1476.526,1067.613,1190.684,1890.231,1205.983,1188.401,1307.236,1118.799,1088.584,1178.275,995.4489,2444.12,1069.613,1169.983,1031.09,1490.43,1245.724,1331.699,1227.844,1619.377,1439.234,1446.526,1429.129,1067.643,1098.841,1383.164,930.0354,1628.779,1692.063,1251.487,1244.731,1107.165,1237.665,1111.407,1373.511,1611.227,1479.813,1458.143,1572.999,1465.816,1224.008,1318.967,1763.838,1418.947
Per_bac,Plant Growth Promotion,Antioxidant enzyme,na,Bacteria;phylum,782.8566,898.6772,748.7338,1764.71,860.383,933.1329,849.5016,1093.853,1096.481,764.4295,1100.238,1940.28,765.0068,819.9267,959.7446,1103.307,861.6234,864.299,1108.189,1048.948,822.0176,752.3494,844.1241,813.0612,1011.526,902.6993,1112.043,977.5382,1229.881,1199.91,957.4388,877.293,1007.004,942.0438,977.5559,897.4554,1098.275,1046.756,1048.884,915.0157,1096.012,1088.602,1079.046,1043.885,0,1159.948,1055.107,1006.589
Sod_CuZn,Plant Growth Promotion,Anti-pathogen,na,Archaea;phylum,7958.577,7839.449,8586.342,7702.887,8418.739,7512.203,8408.436,5941.87,6953.433,7588.408,8285.871,8637.86,7567.373,7089.542,8313.522,6186.74,6670.665,7073.346,6923.324,7528.892,7760.882,6794.42,7839.61,8019.885,6299.861,6133.996,7292.081,7555.688,6258.887,8005.85,6467.072,6319.792,5039.601,7268.477,7030.572,6870.57,7350.508,6286.258,7052.601,7478.383,7244.639,6220.167,6652.761,8764.701,6809.422,6921.187,7068.547,6694.896
Sod_nickel,Plant Growth Promotion,Anti-pathogen,na,Bacteria;phylum,2533.79,2914.739,2714.921,2487.873,2712.246,2374.093,2806.533,2809.649,2253.528,2550.473,2617.876,2546.558,4059.796,2506.1,2392.957,2812.852,2194.575,3545.206,2822.027,2972.812,2861.753,2539.943,2543.088,2683.127,2713.269,3646.721,2149.518,2735.736,3624.19,2684.087,2563.637,2649.243,2358.894,2897.516,2145.134,2943.183,2382.072,2370.202,2547.425,2484.013,2324.084,2812.794,2330.025,2375.736,2554.451,2232.025,2148.332,2261.299
Tre_fun,Plant Growth Promotion,Drought tolerance,na,,3127.872,3924.0264,4237.2488,4205.8731,4299.8274,4025.341,4295.6028,3081.1614,2050.785,3385.6864,4212.122,4093.835,3890.3327,3681.5147,3744.1162,4464.7577,2565.429,3521.0183,3599.637,3729.634,4143.5063,3568.8728,3552.3118,2759.958,3072.0067,3457.4226,4157.862,4025.3178,3050.1463,3347.084,3754.9102,3444.573,2552.9873,3860.8658,3575.8885,4133.9967,3663.7704,3457.83,4047.264,4066.553,3660.6299,3360.1168,3714.4223,4078.286,3071.9349,3501.0413,3360.121,3704.896
Actin_Perkinsea,Protozoa,Phylogenetic,na,Eukaryota;order,978.9836,755.8219,916.394,984.2934,867.5056,819.8231,1235.383,967.0612,0,770.6896,1352.536,944.0287,868.3842,2263.386,850.0964,698.6269,1110.999,845.8459,0,1020.478,1405.057,870.9715,1168.576,824.4415,685.6347,809.7936,0,1632.733,1012.688,818.6527,774.9699,723.6557,818.5057,0,798.821,816.6773,1179.751,918.6433,767.5774,673.1724,0,0,2518.523,1190.616,0,931.9774,752.1324,921.9967
Actin_Viridiplantae,Protozoa,Phylogenetic,na,,5095.99,5682.811,6241.716,5826.026,5431.836,5787.38,5701.326,4512.21,4068.016,5694.871,7372.462,4507.333,5314.72,4870.758,5927.293,3985.068,4280.488,4578.453,5062.677,5059.099,4916.13,5360.675,6494.223,4407.183,4382.549,4527.015,5288.159,5153.565,4389.045,5047.011,5041.309,5006.403,3781.752,6720.913,6123.74,4759.525,4272.983,5231.569,7239.123,5622.032,5335.661,4032.855,4339.619,5297.07,4162.199,4699.183,4313.713,5131.185
Cysteine_synthase_protist,Protozoa,Sulfur assimilation,na,,45003.026,44405.895,42685.502,44060.172,41050.176,46118.945,46835.506,39192.582,34282.549,47540.283,48722.4004,45104.861,45392.304,50112.717,47600.273,30877.3923,48789.7955,39766.193,47847.622,44006.429,40660.757,39424.848,45242.402,39318.255,41592.094,37780.486,41945.832,38914.616,37931.632,46282.07,39686.479,43343.013,44070.578,49201.1,47737.902,44114.526,44596.844,46631.219,46105.891,49665.957,45139.193,41308.489,39427.141,41810.074,42708.68,45996.659,42698.426,40276.025
GAPDH_Euglenozoa,Protozoa,Phylogenetic,na,Eukaryota;order,1523.996,1282.572,1393.238,1344.949,1390.539,1527.454,1192.188,1288.52,1629.461,1552.487,1286.702,1497.95,1809.9,1607.199,1403.532,1532.442,1803.181,1403.619,1440.726,1367.559,1618.139,1665.048,1461.796,1584.164,1964.432,1432.143,1209.118,1325.22,1489.236,1501.035,1347.719,1459.429,1956.929,1260.946,1247.394,1315.946,1436.63,1532.93,1446.335,1503.23,1476.162,1584.931,1626.306,1479.996,1828.913,1454.56,1493.671,1688.165
Nitrite_transporter,Protozoa,Sulfur assimilation,na,,56197.72,69838.49,63421.8,58721.32,60722.57,64903.55,65465.76,64324.68,69663.47,64859.02,75588.14,65092.48,58941.71,71556.63,71362.03,39516.32,59372,67957.53,60837.56,68279.05,63791.74,53970.67,72404.79,81567.79,55717.77,65320.14,72550.76,62895.35,52857.83,62392.2,59655.84,52733.55,59840.47,58414.96,65644.43,62140.45,65895.61,61741.61,74207.68,69381.39,58272.51,60324.98,65577.7,61554.22,57013.44,65027.19,64765.88,64887.87
Sulfite_reductase_protist,Protozoa,Sulfur assimilation,na,,1241.881,1376.575,1201.18,1130.936,982.4201,1070.641,1877.222,1408.592,0,1339.099,1562.785,1076.37,856.8141,1659.843,1119.807,1206.627,0,892.8344,3137.965,1185.847,1429.472,736.3562,947.0273,740.8931,962.6548,923.1517,1098.963,713.0561,796.5554,1019.531,663.1664,758.4092,508.5138,1172.309,963.4958,862.5568,1321.718,945.3146,829.9749,899.6256,698.2486,813.1665,908.8137,2062.11,921.8884,772.4007,978.6386,796.4388
Zeaxanthin_epoxidase_protist,Protozoa,Sulfur assimilation,na,Eukaryota;class,1022.559,865.1775,1004.435,1321.517,928.0981,1240.652,1104.35,1043.818,0,1076.928,1068.572,1164.341,900.5563,827.7506,1027.908,956.5838,1048.019,1041.345,859.5484,883.9915,1125.158,1086.163,1124.596,1271.352,1318.84,1069.434,1188.823,1536.107,997.7951,1177.379,1142.75,1216.996,805.2054,1192.242,1085.733,1178.62,986.8875,1010.428,1694.888,1058.386,1241.943,1148.349,1337.222,1125.973,868.3189,1255.434,1001.575,1135.445
AprA,S Cycling,Adenylylsulfate reductase,na,Archaea;,0,769.7543,0,684.692,0,738.2687,611.1977,881.6046,0,0,786.2066,1300.34,0,839.8758,1666.758,675.0556,0,0,747.136,582.4008,576.2232,898.4262,715.7785,0,726.7687,658.8542,969.718,720.3112,1038.068,1707.403,628.2776,604.4986,860.6271,624.9463,825.3567,847.6957,571.557,953.4331,692.6067,739.8804,1287.3,601.0637,598.1302,0,0,1587.319,1103.955,1050.98
Dsra,S Cycling,Sulfite reduction,na,,19845.8516,20577.036,19519.489,18754.798,19747.6656,21404.5174,19322.1175,19519.0352,20754.035,18611.4945,19945.2807,20368.6888,18490.28,26409.681,20704.5604,17629.928,18707.833,16602.5932,17607.8035,17704.6816,18590.986,20437.913,19607.7799,18769.7223,18994.0055,17767.7962,22196.2937,19225.304,17257.3133,22099.0254,18979.5532,17860.5818,19163.6725,20517.7113,20046.9647,20215.705,17716.0234,21000.1623,25028.2467,21157.0777,21187.9832,18513.669,18606.232,18803.4177,16930.0749,23548.9741,21917.5003,19647.3902
Fccab,S Cycling,Sulfide Oxidation,na,Archaea;phylum,3562.179,3666.611,3610.346,3600.442,3566.945,3440.029,3070.048,3365.467,3688.944,3471.992,3236.751,3050.302,3537.795,2872.994,2880.347,4737.323,2912.191,3236.502,3299.594,3431.46,3571.462,3556.19,2769.657,3544.881,3724.819,3643.841,3583.941,3670.532,3883.194,3516.486,3385.634,3998.524,3294.89,3033.355,3212.098,3208.062,3366.802,3577.993,3439.502,3389.816,3490.849,3767.275,3966.819,3410.734,3799.434,3140.499,3601.047,3237.723
Sir,S Cycling,Sulfite reduction,na,Bacteria;phylum,35728.678,35068.3012,35444.8162,34146.6702,32187.7123,34788.7367,44114.1067,30519.0618,28626.76,30995.978,35109.3609,31754.5072,27355.5013,35444.7137,30568.5781,25570.9317,26840.819,24990.9795,25802.1803,25860.9959,23653.6711,28066.5775,28726.4983,24699.9405,30318.4227,26998.6706,32042.4782,32177.9044,26193.4822,26465.1358,27393.9442,24402.4384,21016.8904,30872.9754,33034.7039,30297.7647,23607.3199,32561.9794,34837.3142,27909.1714,31837.4876,28913.5572,26114.7966,29557.158,21695.696,30033.8061,28990.5593,27042.7617
SoxC,S Cycling,Sulfur Oxidation,na,,4300.157,4277.979,4042.337,4322.331,4608.129,4254.407,5183.9,3787.501,3591.662,4692.926,3630.947,3987.825,4402.052,4737.742,4751.803,4117.999,3466.096,4426.986,4359.713,4708.114,4256.23,3993.693,4159.725,3641.173,3957.966,3759.282,4518.902,4009.133,3699.241,3696.936,3928.734,3745.094,3480.838,4540.108,4430.275,4072.283,4028.543,4239.204,4181.732,3909.947,4276.949,3915.739,4284.55,3991.834,4065.021,4225.934,4458.713,3387.91
SoxV,S Cycling,Sulfur Oxidation,na,Bacteria;phylum,2052.53,1657.753,2158.366,2133.794,1985.607,2004.592,1964.709,1846.911,2329.235,2524.125,1866.034,1835.104,2236.436,1888.295,1713.439,2209.006,1922.983,2834.75,1862.148,2031.08,2272.168,1887.059,1765.463,2083.94,1821.117,2050.176,1807.747,2166.487,4355.757,2071.258,2008.062,1901.341,1866.092,4170.716,1831.793,1664.888,2186.252,1883.333,1774.958,2151.572,1733.922,2167.294,1587.613,2073.429,1857.5,2139.233,2008.747,1621.154
ArcB,Stress,Oxygen limitation,na,Bacteria;phylum,3670.441,3709.077,3687.645,3319.322,3103.844,3605.512,3663.02,3149.364,2933.718,2921.049,3498.797,2727.053,2492.597,3378.566,3389.339,2597.285,2702.758,2396.163,3218.993,2538.515,2049.374,2810.961,2698.338,2485.564,3143.718,2805.457,3113.663,2645.287,2534.734,2935.924,2320.832,2471.678,2322.826,3875.316,4372.925,3620.852,2337.778,3268.707,3809.828,2961.768,3019.014,3369.354,2220.73,2719.995,2854.523,3220.544,2981.091,3056.297
ClpC,Stress,Protein stress,na,Bacteria;genus,26416.201,22623.737,18024.311,20933.463,24877.332,14506.336,14468.021,17987.333,19291.962,18384.816,13068.748,14564.137,21197.723,17315.268,16048.117,15568.182,17497.736,21208.973,16133.344,20817.939,17172.086,17871.908,16385.432,16885.349,20941.766,26457.766,14724.577,14542.539,18399.043,17327.218,15672.413,17317.025,22434.645,22223.38,14369.049,22072.596,31255.331,16218.847,14743.694,16892.561,15493.876,26628.603,18631.904,18823.807,17220.049,17327.034,15587.5,17040.974
ClpP,Stress,Heat shock,na,Bacteria;,48571.0369,49412.0432,48899.1453,49906.2773,47361.6146,50491.947,48091.0479,55766.5257,47359.233,54012.156,48299.4746,51594.5139,54006.6938,51163.08,50678.5254,56098.71,49760.3512,52781.4317,56108.3475,55460.7592,51936.3724,57062.6219,48876.5671,51529.2503,56186.4544,53455.6907,53461.7854,48070.8845,53787.8121,52166.3039,52402.1152,55102.2757,60460.0579,52726.444,49624.9192,49263.0255,52278.4467,51378.3574,49713.5945,53397.4702,54470.9042,54677.1395,54348.9185,52025.1669,56262.2396,55799.2983,51493.8537,55818.3342
CpxA,Stress,Envelope stress,na,Bacteria;phylum,3843.6982,3973.8221,4363.17,3668.45,4075.563,4227.4588,4517.253,5418.094,3878.2103,4812.066,3689.2935,4119.9178,4430.753,3669.368,4056.9189,5265.993,3892.603,4258.147,4507.187,4900.202,4603.397,4177.198,3883.022,4138.5435,4850.329,4994.075,4942.439,4225.507,4473.019,3730.55,3759.583,4719.905,4472.378,4501.601,3856.815,3643.285,4171.358,3696.819,2514.021,3849.816,4289.338,3943.983,4471.358,3901.936,5374.137,4329.29,4030.009,4721.544
